"Номер заказа";"Номер отправления";"Дата создания заказа";"Дата отгрузки";"Статус";"Сумма отправления";"Наименование товара";"OZON id";"Артикул";"Итоговая стоимость товара";"Количество"
"35295539-0068";"35295539-0068-5";"2020-06-01 22:31:55";"2020-06-05 10:00:00";"Доставлен";"700.00";"Носки ""Банановые бананы""";"169309243";"345";"350.00";"2"
"35295539-0068";"35295539-0068-5";"2020-06-01 22:31:55";"2020-06-05 10:00:00";"Доставлен";"459.00";"Носки ""Парные бананы""";"169334749";"357";"459.00";"1"
"38569103-0015";"38569103-0015-2";"2020-06-01 17:53:16";"2020-06-03 10:00:00";"Доставлен";"370.00";"Носки женские дизайнерские с принтом Арт. ""Рик""";"171473971";"440";"370.00";"1"
"31973418-0010";"31973418-0010-1";"2020-06-01 12:57:03";"2020-06-02 10:00:00";"Доставлен";"370.00";"Арт носки ""Единорог на стиле""";"169832617";"M1184-det";"370.00";"1"
"20488611-0002";"20488611-0002-4";"2020-06-01 11:33:42";"2020-06-02 10:00:00";"Доставлен";"439.00";"Носки ""Эйнштейн""";"169231279";"289";"439.00";"1"
"10042424-0090";"10042424-0090-4";"2020-06-01 09:03:05";"2020-06-04 10:00:00";"Доставлен";"350.00";"Арт носки ""Футбол""";"169830944";"M1066-det";"350.00";"1"
"34889330-0013";"34889330-0013-2";"2020-06-01 08:52:58";"2020-06-02 10:00:00";"Отменен";"370.00";"Носки ""Для нее""";"169099587";"240";"370.00";"1"
"14982092-0729";"14982092-0729-2";"2020-05-31 20:37:14";"2020-06-02 10:00:00";"Доставлен";"350.00";"Носки ""Наши котики""";"169410479";"395";"350.00";"1"
"14474278-0246";"14474278-0246-4";"2020-05-31 19:49:39";"2020-06-02 10:00:00";"Доставлен";"299.00";"Носки ""Ананасы""";"168914645";"178";"299.00";"1"
"15094759-0008";"15094759-0008-1";"2020-05-31 19:48:19";"2020-06-03 10:00:00";"Доставлен";"329.00";"Носки ""Космонавт""";"168706744";"114";"329.00";"1"
"15094759-0008";"15094759-0008-1";"2020-05-31 19:48:19";"2020-06-03 10:00:00";"Доставлен";"319.00";"Носки ""Злой клоун""";"169038257";"233";"319.00";"1"
"15094759-0008";"15094759-0008-1";"2020-05-31 19:48:19";"2020-06-03 10:00:00";"Доставлен";"349.00";"Носки унисекс дизайнерские ""USA""";"170707588";"420";"349.00";"1"
"15094759-0008";"15094759-0008-1";"2020-05-31 19:48:19";"2020-06-03 10:00:00";"Доставлен";"339.00";"Носки женские дизайнерские с принтом ""Капитан Америка""";"171975992";"443";"339.00";"1"
"43004988-0002";"43004988-0002-3";"2020-05-31 19:16:51";"2020-06-02 10:00:00";"Доставлен";"339.00";"Арт носки ""Мопс присел""";"169830477";"M1117-det";"339.00";"1"
"30119550-0031";"30119550-0031-6";"2020-05-31 16:48:44";"2020-06-02 10:00:00";"Доставлен";"499.00";"Носки ""Комплект Черепа""";"169293124";"306";"499.00";"1"
"04671266-0119";"04671266-0119-5";"2020-05-31 16:43:34";"2020-06-02 10:00:00";"Доставлен";"339.00";"Арт носки ""Бард Симпсон""";"169831194";"M1285";"339.00";"1"
"25453292-0029";"25453292-0029-4";"2020-05-31 16:17:47";"2020-06-02 10:00:00";"Доставлен";"299.00";"Носки ""Для нее""";"169099587";"240";"299.00";"1"
"25453292-0029";"25453292-0029-4";"2020-05-31 16:17:47";"2020-06-02 10:00:00";"Доставлен";"319.00";"Носки ""Копмлект подарочный""";"169197600";"266";"319.00";"1"
"25453292-0029";"25453292-0029-4";"2020-05-31 16:17:47";"2020-06-02 10:00:00";"Доставлен";"419.00";"Носки ""Ушки""";"169231296";"268";"419.00";"1"
"47090368-0001";"47090368-0001-3";"2020-05-31 16:07:55";"2020-06-02 10:00:00";"Доставлен";"299.00";"Носки ""Учёный""";"169231277";"290";"299.00";"1"
"39321975-0008";"39321975-0008-2";"2020-05-31 14:22:46";"2020-06-01 10:00:00";"Доставлен";"289.00";"Носки ""Штурмовик""";"169231289";"286";"289.00";"1"
"40900961-0005";"40900961-0005-6";"2020-05-31 13:34:17";"2020-06-01 10:00:00";"Доставлен";"559.00";"Комплект носков ""Вредная единорожка""";"170321107";"407";"559.00";"1"
"32489347-0033";"32489347-0033-2";"2020-05-31 13:15:46";"2020-06-04 10:00:00";"Доставлен";"359.00";"Носки женские с принтом ""Вишня""";"170403805";"414";"359.00";"1"
"24176890-0006";"24176890-0006-3";"2020-05-31 13:00:17";"2020-06-01 10:00:00";"Доставлен";"339.00";"Арт носки ""Футбол""";"169834790";"M1066";"339.00";"1"
"05838030-0106";"05838030-0106-5";"2020-05-31 12:33:14";"2020-06-01 10:00:00";"Доставлен";"299.00";"Носки ""Святая""";"169197599";"267";"299.00";"1"
"05838030-0106";"05838030-0106-5";"2020-05-31 12:33:14";"2020-06-01 10:00:00";"Доставлен";"299.00";"Арт носки ""Весь мир у моих ног""";"169832605";"M1152-det";"299.00";"1"
"05838030-0106";"05838030-0106-5";"2020-05-31 12:33:14";"2020-06-01 10:00:00";"Доставлен";"299.00";"Арт носки ""Святая""";"169832619";"M1182-det";"299.00";"1"
"05838030-0106";"05838030-0106-5";"2020-05-31 12:33:14";"2020-06-01 10:00:00";"Доставлен";"299.00";"Арт носки ""Микки Маус""";"169835112";"M1175-det";"299.00";"1"
"05838030-0106";"05838030-0106-5";"2020-05-31 12:33:14";"2020-06-01 10:00:00";"Доставлен";"299.00";"Арт носки ""Микки Маус""";"169921080";"M1059-det";"299.00";"1"
"05838030-0106";"05838030-0106-5";"2020-05-31 12:33:14";"2020-06-01 10:00:00";"Доставлен";"529.00";"Носки женские в комплекте ""Отвали ваще""";"170321101";"409";"529.00";"1"
"04478163-0016";"04478163-0016-3";"2020-05-31 11:06:56";"2020-06-01 10:00:00";"Доставлен";"339.00";"Арт носки ""Опасная встреча""";"169834525";"M1255-det";"339.00";"1"
"10758742-0104";"10758742-0104-1";"2020-05-31 07:42:12";"2020-06-02 10:00:00";"Доставлен";"299.00";"Арт носки ""Единорог на стиле""";"169832617";"M1184-det";"299.00";"1"
"32809943-0020";"32809943-0020-3";"2020-05-30 21:10:09";"2020-06-01 10:00:00";"Доставлен";"339.00";"Арт носки ""Железный человек""";"169836379";"M1283-det";"339.00";"1"
"32809943-0020";"32809943-0020-3";"2020-05-30 21:10:09";"2020-06-01 10:00:00";"Доставлен";"339.00";"Арт носки ""Арбузное наслаждение""";"169938530";"M1046-det";"339.00";"1"
"07662016-0233";"07662016-0233-2";"2020-05-30 21:02:06";"2020-06-01 10:00:00";"Доставлен";"299.00";"Арт носки ""Единорог на стиле""";"169832617";"M1184-det";"299.00";"1"
"07662016-0233";"07662016-0233-2";"2020-05-30 21:02:06";"2020-06-01 10:00:00";"Доставлен";"299.00";"Арт носки ""Единорог""";"169834540";"M1276-det";"299.00";"1"
"07662016-0233";"07662016-0233-2";"2020-05-30 21:02:06";"2020-06-01 10:00:00";"Доставлен";"529.00";"Комплект носков женский ""С единорогами""";"170321106";"408";"529.00";"1"
"36624311-0021";"36624311-0021-2";"2020-05-30 20:44:26";"2020-06-01 10:00:00";"Доставлен";"319.00";"Носки ""Для нее""";"169099587";"240";"319.00";"1"
"16567462-0124";"16567462-0124-3";"2020-05-30 19:53:54";"2020-06-01 10:00:00";"Доставлен";"309.00";"Носки""Кошечки""";"169410522";"392";"309.00";"1"
"30500111-0021";"30500111-0021-3";"2020-05-30 17:22:24";"2020-06-01 10:00:00";"Доставлен";"559.00";"Комплект носков женский ""С единорогами""";"170321106";"408";"559.00";"1"
"19229288-0006";"19229288-0006-6";"2020-05-30 17:11:07";"2020-06-01 10:00:00";"Доставлен";"329.00";"Носки""Кошечки""";"169410522";"392";"329.00";"1"
"14778852-0072";"14778852-0072-3";"2020-05-30 16:36:55";"2020-06-01 10:00:00";"Доставлен";"309.00";"Носки ""Горячая пицца""";"169293122";"333";"309.00";"1"
"28341097-0018";"28341097-0018-1";"2020-05-30 15:41:55";"2020-05-31 10:00:00";"Доставлен";"339.00";"Арт носки ""Космический путешественник""";"169834701";"M1031";"339.00";"1"
"44209234-0009";"44209234-0009-1";"2020-05-30 14:40:50";"2020-06-03 10:00:00";"Доставлен";"299.00";"Носки ""Барт Симс""";"169334632";"372";"299.00";"1"
"41951059-0002";"41951059-0002-1";"2020-05-30 14:18:11";"2020-05-31 10:00:00";"Доставлен";"289.00";"Носки ""Чокнутый профессор""";"169099573";"247";"289.00";"1"
"36526179-0018";"36526179-0018-4";"2020-05-30 13:48:15";"2020-05-31 10:00:00";"Доставлен";"339.00";"Арт носки ""Собачье счастье""";"169830850";"M1082-det";"339.00";"1"
"36526179-0018";"36526179-0018-4";"2020-05-30 13:48:15";"2020-05-31 10:00:00";"Доставлен";"339.00";"Арт носки ""Бэтмэн""";"169832655";"M1248-det";"339.00";"1"
"36526179-0018";"36526179-0018-4";"2020-05-30 13:48:15";"2020-05-31 10:00:00";"Доставлен";"339.00";"Арт носки ""Пушистые ушки""";"169834494";"M1218-det";"339.00";"1"
"36526179-0018";"36526179-0018-4";"2020-05-30 13:48:15";"2020-05-31 10:00:00";"Доставлен";"339.00";"Арт носки ""Микки Маус""";"169835112";"M1175-det";"339.00";"1"
"36526179-0018";"36526179-0018-4";"2020-05-30 13:48:15";"2020-05-31 10:00:00";"Доставлен";"339.00";"Арт носки ""Клубника""";"169835828";"M1205-det";"339.00";"1"
"01679119-0062";"01679119-0062-5";"2020-05-30 07:54:51";"2020-05-31 10:00:00";"Отменен";"319.00";"Носки ""Наш пёс""";"169038358";"199";"319.00";"1"
"09044465-0006";"09044465-0006-2";"2020-05-30 07:43:53";"2020-05-31 10:00:00";"Доставлен";"339.00";"Арт носки ""Бард Симпсон""";"169831194";"M1285";"339.00";"1"
"16860323-0164";"16860323-0164-4";"2020-05-29 21:53:21";"2020-05-31 10:00:00";"Доставлен";"319.00";"Носки ""Лошадки""";"169198495";"278";"319.00";"1"
"20438736-0004";"20438736-0004-2";"2020-05-29 21:19:08";"2020-05-31 10:00:00";"Доставлен";"299.00";"Носки ""Физик""";"169335300";"298";"299.00";"1"
"23222840-0045";"23222840-0045-1";"2020-05-29 19:54:09";"2020-05-31 10:00:00";"Доставлен";"279.00";"Носки ""Зайчонок""";"169231281";"288";"279.00";"1"
"23222840-0045";"23222840-0045-1";"2020-05-29 19:54:09";"2020-05-31 10:00:00";"Доставлен";"279.00";"Носки ""Кругляши""";"169256364";"328";"279.00";"1"
"28355460-0007";"28355460-0007-3";"2020-05-29 19:17:40";"2020-05-31 10:00:00";"Доставлен";"339.00";"Арт носки ""R2-D2""";"169834491";"M1217-det";"339.00";"1"
"39327492-0029";"39327492-0029-4";"2020-05-29 18:56:54";"2020-05-31 10:00:00";"Доставлен";"339.00";"Арт носки ""Рик и Морти""";"169832615";"M1173-det";"339.00";"1"
"36563811-0009";"36563811-0009-3";"2020-05-29 18:56:34";"2020-05-31 10:00:00";"Доставлен";"339.00";"Носки женские дизайнерские с принтом Арт. ""Рик""";"171473971";"440";"339.00";"1"
"16072830-0017";"16072830-0017-1";"2020-05-29 18:55:15";"2020-06-02 10:00:00";"Доставлен";"299.00";"Носки  ""Призрак""";"169293092";"349";"299.00";"1"
"36563811-0008";"36563811-0008-2";"2020-05-29 18:45:09";"2020-05-31 10:00:00";"Отменен";"339.00";"Носки женские дизайнерские с принтом Арт. ""Рик""";"171473971";"440";"339.00";"1"
"29311387-0070";"29311387-0070-2";"2020-05-29 16:58:16";"2020-05-31 10:00:00";"Доставлен";"319.00";"Носки ""Джейсон""";"168720398";"117";"319.00";"1"
"29311387-0070";"29311387-0070-2";"2020-05-29 16:58:16";"2020-05-31 10:00:00";"Доставлен";"339.00";"Арт носки ""Джейсон""";"169830908";"M1012-det";"339.00";"1"
"46913490-0006";"46913490-0006-2";"2020-05-29 16:25:22";"2020-05-31 10:00:00";"Отменен";"319.00";"Носки ""Цветочный сад""";"169099589";"239";"319.00";"1"
"00239411-0153";"00239411-0153-2";"2020-05-29 15:48:38";"2020-05-30 10:00:00";"Доставлен";"299.00";"Арт носки ""Кактусы""";"169832602";"M1151-det";"299.00";"1"
"37038507-0009";"37038507-0009-3";"2020-05-29 13:55:40";"2020-05-30 10:00:00";"Доставлен";"319.00";"Носки ""Спанч Боб""";"168720397";"118";"319.00";"1"
"47018155-0001";"47018155-0001-2";"2020-05-29 11:33:26";"2020-06-01 10:00:00";"Доставлен";"499.00";"Носки ""Комплект Черепа""";"169293124";"306";"499.00";"1"
"43114688-0022";"43114688-0022-2";"2020-05-29 10:31:33";"2020-05-30 10:00:00";"Отменен";"339.00";"Арт носки ""Барт Симпсон""";"169835212";"M1189-det";"339.00";"1"
"46634863-0005";"46634863-0005-2";"2020-05-29 08:48:58";"2020-05-30 10:00:00";"Доставлен";"319.00";"Носки ""Для нее""";"169099587";"240";"319.00";"1"
"46634863-0005";"46634863-0005-2";"2020-05-29 08:48:58";"2020-05-30 10:00:00";"Доставлен";"319.00";"Носки ""Цветочный сад""";"169099589";"239";"319.00";"1"
"04070632-0056";"04070632-0056-4";"2020-05-29 07:09:24";"2020-05-30 10:00:00";"Доставлен";"598.00";"Арт носки ""Штурмовик""";"169836102";"M1215-det";"299.00";"2"
"12785311-0008";"12785311-0008-3";"2020-05-29 03:32:20";"2020-05-31 10:00:00";"Доставлен";"659.00";"Носки ""Микки Маус""";"168915341";"160";"659.00";"1"
"18690498-0015";"18690498-0015-3";"2020-05-28 21:43:29";"2020-05-30 10:00:00";"Доставлен";"339.00";"Арт носки ""Космический путешественник""";"169830919";"M1022-det";"339.00";"1"
"18690498-0015";"18690498-0015-3";"2020-05-28 21:43:29";"2020-05-30 10:00:00";"Доставлен";"339.00";"Арт носки ""Счастье в мелочах""";"169832641";"M1237-det";"339.00";"1"
"18690498-0015";"18690498-0015-3";"2020-05-28 21:43:29";"2020-05-30 10:00:00";"Доставлен";"339.00";"Арт носки ""Бэтмэн""";"169832655";"M1248-det";"339.00";"1"
"18690498-0015";"18690498-0015-3";"2020-05-28 21:43:29";"2020-05-30 10:00:00";"Доставлен";"339.00";"Арт носки ""Штурмовик""";"169834489";"M1216-det";"339.00";"1"
"03065444-0013";"03065444-0013-3";"2020-05-28 19:19:12";"2020-05-31 10:00:00";"Доставлен";"289.00";"Носки ""Чокнутый профессор""";"169099573";"247";"289.00";"1"
"03065444-0013";"03065444-0013-3";"2020-05-28 19:19:12";"2020-05-31 10:00:00";"Доставлен";"309.00";"Носки ""Горячая пицца""";"169293122";"333";"309.00";"1"
"32037187-0007";"32037187-0007-9";"2020-05-28 18:17:05";"2020-06-01 10:00:00";"Доставлен";"331.00";"Арт носки ""Человек паук""";"169831211";"M1247";"331.00";"1"
"35189593-0023";"35189593-0023-3";"2020-05-28 16:01:24";"2020-05-30 10:00:00";"Доставлен";"331.00";"Арт носки ""Микки маус""";"169830840";"M1074-det";"331.00";"1"
"35189593-0023";"35189593-0023-3";"2020-05-28 16:01:24";"2020-05-30 10:00:00";"Доставлен";"331.00";"Арт носки ""Подводная история""";"169834528";"M1257-det";"331.00";"1"
"35189593-0023";"35189593-0023-3";"2020-05-28 16:01:24";"2020-05-30 10:00:00";"Доставлен";"331.00";"Арт носки ""Зеленые человечики""";"169835105";"M1149-det";"331.00";"1"
"35189593-0023";"35189593-0023-3";"2020-05-28 16:01:24";"2020-05-30 10:00:00";"Доставлен";"331.00";"Арт носки ""Арбузное наслаждение""";"169938530";"M1046-det";"331.00";"1"
"35189593-0023";"35189593-0023-3";"2020-05-28 16:01:24";"2020-05-30 10:00:00";"Доставлен";"331.00";"Носки женские дизайнерские с принтом Арт. ""Рик""";"171473971";"440";"331.00";"1"
"33477654-0017";"33477654-0017-3";"2020-05-28 15:12:26";"2020-05-29 10:00:00";"Доставлен";"399.00";"Носки ""Покемон""";"169231274";"292";"399.00";"1"
"19655704-0015";"19655704-0015-2";"2020-05-28 13:53:42";"2020-05-30 10:00:00";"Доставлен";"339.00";"Арт носки ""Попугай""";"169836689";"M1027";"339.00";"1"
"29731443-0013";"29731443-0013-2";"2020-05-28 11:21:34";"2020-05-29 10:00:00";"Доставлен";"331.00";"Женские дизайнерские носки с принтом Арт. ""Хочу вино""";"170771378";"434";"331.00";"1"
"25581809-0032";"25581809-0032-3";"2020-05-28 09:48:04";"2020-05-29 10:00:00";"Доставлен";"349.00";"Носки ""Копмлект подарочный""";"169197600";"266";"349.00";"1"
"17779373-0025";"17779373-0025-4";"2020-05-28 08:22:47";"2020-05-29 10:00:00";"Доставлен";"331.00";"Арт носки ""Я знаю, ты хочешь меня""";"169834579";"M1291-det";"331.00";"1"
"10790161-0050";"10790161-0050-4";"2020-05-28 07:32:03";"2020-05-29 10:00:00";"Доставлен";"331.00";"Арт носки ""Капитан Америка""";"169832652";"M1242-det";"331.00";"1"
"22219226-0028";"22219226-0028-3";"2020-05-28 07:02:42";"2020-05-29 10:00:00";"Доставлен";"299.00";"Арт носки ""Опасная встреча""";"169834525";"M1255-det";"299.00";"1"
